timestep,0,1,2,3,4,5,6,7,8,9
360,36,127.4,435.35,432.6,186.88,570.34,459.74,1071.5,137,657.1
361,32,126.3,434.6,435.95,186.58,553.15,453.51,1040.2,138,643.87
362,31,124.4,434.24,442.64,185.54,568.92,445.39,1018.9,135,641.99
363,29,123.4,430.93,431.4,186.14,575.54,442.74,1004.5,135,649.97
364,21,123,436.06,429.98,185.52,614.32,443.59,1019,135,646.1
365,32,122.9,452.2,427.76,188.88,713.24,445.45,981.5,143,629.37
366,36,123.4,459.99,434.94,191.84,806.61,463.82,978,175,785.13
367,37,123.7,469.74,427.88,197.25,807.65,463.56,952.3,258,775.35
368,39,123.8,462.05,437,200.21,707.04,457.16,1000.4,178,766.03
369,38,123.5,470.15,435.76,201.01,670.97,430.26,1025.4,174,569.46
370,38,124.8,465.96,441.75,202.19,648.42,459.45,1063.2,170,800.54
371,40,124.9,465.76,432.29,203.7,655.79,455.87,1078.7,165,782.94
372,40,124.9,461.54,433.41,202.7,606.63,449.04,1081.8,166,765.53
373,39,125.1,454.01,440.13,201.88,632.29,407.49,1072.4,180,500.89
374,36,124.8,458.66,442.88,202.81,654.28,406.8,1063.3,171,504.54
375,35,125,460.54,439.6,204.57,659.15,415.12,1069.3,176,505.62
376,34,124.6,459.35,427.18,204.84,658.8,423.07,1093.2,182,512.25
377,33,124.1,457.8,428.82,199.12,663.18,499.74,1101.4,204,978.25
378,37,123.1,441.76,421.17,193.4,699.61,496.45,1098.3,235,969.13
379,30,123.1,443.89,434.17,190.51,746.23,489.46,1079.8,212,977.02
380,42,124.4,435.25,425.41,186.14,759.63,419.04,1052.3,188,518.26
381,38,125,432.53,437.44,185.48,749.65,421.21,1018.8,219,535.15
382,40,125.2,428.65,429.29,183.95,696,427.37,1002.3,180,525.88
383,35,124.3,418.84,428.45,181.83,641.24,421.22,1004,152,527.96
384,35,123.2,424.61,421.29,179.1,606.17,419.88,1012.8,144,527.07
385,35,124.3,418.99,425.8,182.45,594.24,423.51,992.3,149,530.92
386,33,123,428.84,426.44,180.7,607.85,423.46,959.9,146,528.13
387,34,124.3,425.14,437.27,181.6,619.38,417.62,944.7,148,530.48
388,32,128,427.38,437.5,180.79,651.05,416.12,939.8,148,533.48
389,34,128.5,419.37,444.42,181.87,772.99,418.55,938.3,157,528.5
390,41,129.2,414,447.07,182.61,849.61,457.3,931.8,211,717.72
391,44,131.4,411.25,455.41,182.19,861.21,455.08,949.1,255,711.06
392,46,133.2,418.61,456.19,183.96,762.65,453.32,975.3,228,711.95
393,46,133,435.45,456.68,185.31,699.26,422.29,1002.4,188,515.24
394,47,131.2,446.71,454.35,188.67,667.9,462.34,1011,177,785.53
395,46,129.8,451.42,456.88,192.21,642.22,465.6,1001.1,180,780.27
396,46,129.2,450.83,450.79,191.36,629.9,459.79,1008,177,777.98
397,47,128.6,449.5,450.99,191.83,622.51,424.92,1016,186,505.49
398,46,129.5,454.96,447.71,191.94,642.46,422.98,1039.6,172,513.53
399,41,130.1,453.01,447.75,193.94,666.24,434.3,1037.3,192,519.55
400,40,131.9,444.68,451.61,194.78,713.06,422.32,1046.8,188,525.02
401,40,133.7,437.36,460.13,196.05,767.06,497.59,1028.8,223,999.99
402,41,133.3,428.98,471.03,192.33,800.88,493.6,1032.3,237,995.76
403,43,132.5,437.21,466.59,192.28,843.94,499.49,1026.2,229,999.08
404,43,131.1,431.78,454.46,191.74,838.47,419.68,1036.9,198,517.15
405,46,130.8,442.18,442.59,189.59,798.89,417.63,1008.1,238,513.13
406,43,130.1,434.32,436.52,189.88,716.74,411.02,982.6,213,506.61
407,45,129.9,435.01,446.13,187.53,644.25,416,976.4,171,511.24
408,44,129.5,428.47,451.02,183.84,615.72,418.94,968.7,153,527.56
409,43,129,420.29,454.9,184.31,611.95,425.82,961.2,156,529.96
410,40,129.6,421.65,451.28,183.46,630.14,426.76,924.6,155,532.62
411,40,129.4,417.69,447.93,177.89,654.88,428.79,930.6,164,525.45
412,39,129.5,436.47,453.41,185.26,684.34,429.42,931.3,162,512.27
413,39,130.9,443.91,457.82,189.58,810.8,436.59,984.3,167,500.26
414,44,132.6,460.64,470.2,200.78,925.68,455.11,1003.2,220,661.36
415,48,135.6,464.06,470.48,213.31,924.57,458.23,1055.1,254,657.86
416,45,135.7,476.28,469.34,216.11,812.18,449.59,1057.1,222,648.13
417,45,136.6,489.3,467.03,216.45,683.55,424.99,1086.2,198,467.25
418,44,135.8,498.85,474.81,213.87,664.17,455.52,1093.5,181,757.02
419,42,132.3,502.1,476.32,215.64,628.43,456.74,1102.1,183,763.21
420,40,130.6,497.67,472.65,215.07,618.41,456.3,1107.7,173,763.63
421,42,128.7,496.37,458.93,216.66,588.53,420.78,1083.6,184,467.33
422,38,128.7,488.76,447.5,215.43,607.72,412.33,1053.2,167,466.83
423,38,128.6,478.64,438.43,219.8,621.3,415.31,1028.3,180,466.87
424,33,130.5,472.27,447.29,213.36,654.58,416.23,1040.6,184,473.89
425,36,131.8,469.84,449.43,210.24,667,493.35,1059.3,196,882.16
426,40,129.4,464.74,457.28,204.32,716.62,495.54,1058.2,215,883.73
427,42,127.9,461.53,443.51,204.68,730.52,494.25,1045.5,214,887.95
428,42,128,458.03,454.03,201.66,749.8,427.69,1031.9,252,471.53
429,43,128.4,459.38,448.83,198.24,738.01,425.22,1021.9,234,467.57
430,46,129.5,451.6,455.13,196.21,741.06,425.14,997.7,205,459.94
431,45,127.6,448.79,456.45,194.84,716.55,423.08,955.4,185,471.91
432,40,127.7,441.12,451.86,188.63,692.01,417.12,934.6,162,481.62
433,40,126.2,433.77,444.54,188.83,666.98,408.4,903.1,174,495.14
434,37,125.1,439.49,426.92,188.83,662.14,405.66,925.4,159,504.76
435,36,123.8,443.03,420.19,192.12,643.57,403.46,933.6,152,509.01
436,36,122.5,458.66,418.71,194.59,668.85,407.76,958,159,512.63
437,38,123.6,449.43,419.23,195.88,766.44,408.25,952.7,167,510.3
438,45,123.7,457.53,422.81,201.53,886.8,453.12,948.1,204,675.46
439,48,124.9,467.85,427.37,208.54,913.35,454.84,943,278,667.79
440,50,127.4,489.13,436.71,216.04,833.88,459.53,955.9,242,664.15
441,49,128.4,493.89,439.51,216.13,731.97,411.54,982.8,204,494.6
442,44,128.3,496.96,443.61,215.31,682.12,455.98,994.7,180,739.17
443,45,128.1,488.07,447.01,213.49,671.92,454.64,1000.8,193,722.78
444,42,127.8,490.57,443.56,212.89,645.77,456.52,985.2,186,701.4
445,40,127.3,483.85,447.26,215.63,635.76,411.12,980.9,183,440.44
446,35,126.2,486.88,436.34,213.9,617.55,403.52,996.1,193,438.34
447,41,126.2,483.87,443.29,213.53,675.11,409.45,1007.2,206,436.04
448,47,127.2,483.08,442.01,208.09,724.43,413.49,1041.8,206,431.87
449,50,127.6,481.88,459.27,204.4,786.71,490.5,1002.9,232,868.24
450,50,127.5,473.69,461.05,204.43,803.96,489.76,985.4,224,889.24
451,49,127.6,464.72,452.57,201.14,809.68,483.51,955.4,244,906.73
452,46,127.7,454.49,436.9,199.25,806.03,406.79,970.4,198,481.54
453,46,128.1,443.26,432.31,194.39,785.74,400.72,960.5,197,466.48
454,46,127.7,432.59,442.14,188.95,770,402.34,944.8,184,455.05
455,42,126.4,426.27,440.25,187.35,733.89,403.63,913.5,178,447.58
456,41,124.7,426.72,442.1,186.34,705.95,406.57,887.7,174,451.6
457,41,125.8,430.3,431.72,187.01,690.43,408.92,852.1,173,440.26
458,42,128.8,427.12,434.02,185.83,701.96,403.29,851.7,170,429.82
459,39,130.2,423.71,437.5,182.71,685.26,408.28,839.9,160,428.22
460,39,130.3,422.04,443.4,183.28,688.04,409.6,850.6,156,429.7
461,39,131.4,436.13,449.96,186.85,698.7,415.31,862.9,156,428.85
462,41,132.6,454.47,450.49,195.06,736.31,435.56,874.8,164,609.98
463,44,135.4,473.98,458.2,205.47,761.38,431.95,894.5,207,598.63
464,51,137.6,480.49,472.19,209.35,823.2,431.84,895.5,215,588.5
465,51,137.8,492.28,474.1,215.2,858.04,409.44,928.6,251,392.53
466,49,136.5,490.73,479.58,214.61,913.52,450.62,941.1,262,669.76
467,44,135.3,494.05,452.9,213.52,846.64,452.99,965,233,672.45
468,39,134.7,482.81,450.44,211.79,824.64,451.49,976.6,228,680.42
469,36,133.9,474.85,431.95,210.78,738.08,409.83,994.8,200,407.11
470,38,133.3,465.87,454.15,209.09,756.9,402.21,1003.4,204,414.25
471,44,135.1,461.29,464.43,210.46,773.64,407.85,1012.2,209,417.21
472,47,136.2,456.15,472.1,203.08,847.75,413.33,1035.7,206,425.21
473,48,136.8,461.33,474.36,200.05,861.17,495.44,1040,218,909.37
474,48,136,457.27,474.24,196.16,899.93,488.02,1039,233,905.72
475,52,134.7,454.32,482.38,195.74,883.86,487.04,1006.3,209,898.39
476,52,134,440.55,470.02,191.76,874.45,409.65,957.4,207,408.3
477,53,132.7,431.52,451.14,190.35,821.49,414.29,902.4,220,410.58
478,55,131.6,427.53,438.03,186.73,807.46,419.08,885.8,221,414.6
479,56,131.4,414.7,441.14,184.48,801.71,427.25,857.9,195,413.98
480,56,130.7,410.18,458.11,181.19,795.43,424.08,826,197,413.59
481,53,129.4,405.75,459.21,180.1,785.6,419.87,776.8,186,410.87
482,53,128.9,404.77,451.19,176.83,776.71,414.99,762.9,175,404.35
483,51,129,408.33,452.63,170.67,778.22,414.03,771.3,178,386.97
484,53,129.6,416.89,455.73,176.18,796.76,411.23,771.5,180,380.22
485,52,130,433.31,456.1,183.52,806.11,404.02,786.4,182,365.07
486,54,132.2,450.29,453.12,192.49,822.83,421.32,799.2,189,526.57
487,54,135.4,460.09,461.79,202.72,819.11,419.78,836.2,219,513.12
488,60,135.6,467.79,470.99,208.16,907.01,417.29,827.2,230,510.2
489,59,136,466.6,472.89,207.65,976.21,393.31,816.7,264,335.91
490,56,135.4,479.11,462.91,208.79,990.02,428.72,789,246,610.52
491,53,134.6,478.01,452.46,209.49,952.18,438.95,805.3,260,611.26
492,47,132,477.76,441,210.77,861.71,442.21,772.5,230,610.83
493,45,131.2,467.32,439.13,209.9,812.9,400.48,758.5,226,329.04
494,44,130.1,464.41,444.28,209.94,763.52,388.83,755.2,215,326.75
495,50,129.4,463.22,449.01,209.45,787.96,387.94,807.2,222,320.75
496,51,129.9,459.34,463.83,202.77,876.96,390.74,824.9,215,318.84
497,54,132.3,461.67,467.83,197.67,948.59,456.53,853.7,260,757.69
498,54,132.5,457.63,466.33,194.6,995.69,459,854.1,275,768.15
499,51,132.4,457.71,451.83,192.56,952.63,454.92,869.2,230,783
500,50,132.1,445.39,454.58,188.94,888.23,392.55,839.8,232,360.65
501,47,132.3,428.44,461.08,185.41,838.04,399.07,816.4,202,366.67
502,46,132.2,416.14,461.55,181.74,798.98,401.13,789.8,212,369.72
503,49,131.4,408.91,465.4,180.59,748.15,404.18,795.8,178,360.78
504,51,131.8,415.77,456.03,173.47,701.64,399.43,802.1,171,358.88
505,52,131.3,415.45,462.7,172.98,676.93,411.48,806.1,168,358.34
506,49,131.4,412.22,459.97,174.13,688.71,418.64,785.4,167,363.93
507,46,131.8,406.1,457.69,175.87,686.68,420.33,762.1,168,367.86
508,46,131.9,406.2,457.02,173.86,734.14,409.54,756.6,178,379.39
509,49,132.6,417.49,440.01,176.35,858.72,400.25,778.1,181,384.51
510,55,133.7,427.8,455,186.57,998.27,422.84,792.1,241,571.93
511,61,134.4,444.16,449.79,195.76,1007.35,436.61,810,307,557.08
512,58,135,454.92,467.68,199.22,897.77,440.66,814.1,258,540.57
513,58,136.4,469.62,466.83,200.56,774.91,413.68,817.3,218,341.38
514,55,136.2,460.71,480.28,201.53,720.92,443.92,811.5,203,599.77
515,50,134.8,460.63,479.11,201.5,712.42,446.75,789.5,200,595.58
516,47,134,444,474,199.02,705.41,442.89,796.1,221,583.6
517,48,134.6,450.55,461.14,196.51,720.41,399.09,806.6,209,302.34
518,45,132.7,444.55,453.99,194.32,711.1,390.76,825.6,198,295.78
519,49,131.6,444.94,446.31,194.05,721.43,392.7,846.4,198,308.72
520,45,132.2,431.02,446.81,189.79,785.4,394.46,877.2,206,328.85
521,47,132.2,425.03,451.61,186.52,844.25,467.36,903.2,222,798.81
522,52,131.6,426,452.7,184.78,888.78,471.61,900.4,297,815.51
523,51,131.8,430.91,444.53,183.84,901.96,478.07,875.2,274,813.27
524,51,131,430.1,433.42,182.18,947.22,405.4,848.1,227,349.67
525,52,130.6,426.83,419.89,180.28,930.59,403.48,823.5,249,333.18
526,50,129,419.13,422.76,176.95,863.21,391.9,777.3,215,330
527,50,127.7,410.79,427.91,173.68,757.28,393.62,748.5,190,331.02
528,50,128.6,405.74,430.15,171.04,706.46,386.12,709.8,172,326.68
529,46,129.2,400.93,433.05,168.03,671.18,392.45,687.4,171,325.52
530,42,128.2,401.14,429.58,169.33,667.2,399.15,672.4,165,325.73
531,40,127.4,399.75,434.66,169.32,660.25,408.57,678.7,162,321.64
532,38,127.7,399.2,430.62,170.4,690.71,404.53,696,167,312.4
533,41,127.2,406.14,436.86,170.53,759.41,401.21,716.3,170,303.87
534,47,128.4,409.63,441,172.72,848.64,417.47,714.8,238,482.54
535,50,128.7,420.66,445.99,175.94,857.41,420.58,728.9,286,484.99
536,50,129.8,417.51,446.21,177.52,800.57,426.61,751.7,254,487.82
537,48,131.5,414.39,448.19,179.4,720.28,407.98,793.8,199,299.52
538,46,132.1,415.8,456.11,182.19,679.34,444.91,803.5,190,547.03
539,42,130.1,416.75,452.35,181.31,652.57,433.25,779.6,198,537.65
540,41,127.8,427.94,449.73,180.02,624.78,432.34,765.3,185,545.17
541,42,127.2,425.22,448.39,180.34,625.42,393.94,777.4,192,298.52
542,40,126.6,426.29,449.81,180.76,635.39,395.32,813.7,182,319.26
543,42,126.5,421.1,443.09,181.63,638.4,396.95,857.2,190,340.97
544,43,126.5,419.61,433.3,183.51,658.65,394.01,871.1,196,364.39
545,43,128.4,421.85,450.56,180.57,693.16,469.94,870.1,211,827.41
546,40,130.6,422.88,457.87,181.03,734.36,476.15,868,227,839.22
547,42,130.5,418.5,461.3,178.15,794.44,486.06,874.9,234,845.45
548,39,129.7,410.38,446.68,176.66,824.32,413.64,855.6,227,407.55
549,33,127.8,403.97,449.89,174.08,807.26,411.96,827.6,250,419.04
550,39,126.6,398.09,448.63,173.19,754.38,412.8,801.5,189,436.7
551,37,125.4,398.15,440.19,171.6,664.61,414.83,800.3,152,444.23
552,29,121.9,401.18,432.27,170.09,623.06,419.98,786.9,141,455.77
553,29,121.6,410.93,421.56,171.26,562.97,423.32,789,138,454.66
554,25,121.6,414.49,421.22,171.02,560.59,430.92,786.7,136,469.54
555,26,122.6,413.48,419.99,171.8,566.32,429.35,803.3,139,483.98
556,26,122,420.27,421.91,174.62,608.73,420.57,808.6,142,496.64
557,28,122.1,426.53,426.12,175.04,723.66,407.99,822.5,149,510.21
558,33,122.3,428.3,430.12,180.34,789.69,432.28,835.2,204,713.86
559,33,123.5,432.02,443.04,182.78,801.11,437.14,869.1,222,729.44
560,32,125.2,436.91,440.96,182.1,688.37,446.3,884.3,219,724.14
561,29,125.2,440.12,440.56,183.28,609.14,414.85,904.5,180,506.57
562,26,124.5,435.06,427.49,185.58,573.91,448.07,898.1,144,745.82
563,26,124.6,436.04,434.33,187.28,551.64,436.11,921.2,132,719.6
564,23,124.4,434.39,435.31,188.78,544.7,432.8,924,132,703.51
565,20,125,437.48,430.87,189.52,508.77,396.75,946.1,140,434.89
566,17,125.3,435.68,426.55,190.95,522.16,403.91,971.2,138,443.79
567,20,124.8,440.9,425.98,188.88,541.59,415.78,1004.1,134,455.81
568,24,124.5,437.37,431.77,192.03,583.61,417.5,1024.1,153,462.97
569,25,125.2,437.88,436.99,190.29,635.33,477.46,1019.7,165,902.7
570,22,124.5,445.33,425,189.23,656.61,472.54,1016.6,190,907.9
571,20,123.2,443.87,424.2,190.68,690.73,477.58,1008.1,174,923.41
572,24,123.4,435.92,413.49,187.97,668.71,412.09,1008.8,165,492.66
573,16,124.7,420.87,429.38,188.04,665.21,417.91,986.8,172,492.12
574,16,124.5,418.72,441.81,184.86,592.55,415.37,966,123,476.36
575,19,123.4,421.39,439.55,183.48,523.71,429.2,929.7,103,478.26
576,8,122.5,424.93,435.56,183.13,462.64,425.64,889.3,95,475.52
577,8,122.4,425.45,436.21,176.53,455.89,421.95,871.9,97,468.55
578,9,122.1,417.3,436.2,176.98,467.22,415.72,856.4,96,459.47
579,9,121.5,409.7,435.03,172.55,477.57,411.57,869.6,95,455.08
580,10,121.3,416.9,417.87,175.11,495.01,416.8,890.6,98,457.8
581,12,121.8,424.74,428.18,181.71,563.85,413.22,931.4,110,447
582,21,123.4,431.6,430.64,190.5,665.13,442.62,969.1,159,620.99
583,21,126.4,436.21,445.93,198.67,678.79,443,962.9,212,616.3
584,20,130.2,449.9,445.53,205.13,614.74,446.72,982.5,186,620.93
585,19,129.9,467.12,451.03,203.69,508.87,419.05,1010.6,138,443.04
586,21,130.3,466.7,448.78,203.48,474.31,458.14,1040.2,135,711.91
587,14,127.8,470.6,445.61,204.37,456.75,456.18,1053.3,126,722.99
588,10,126.8,473.25,448.65,207.83,455.62,448.3,1053.4,110,731.93
589,5,126.2,467.37,454.33,206.54,442.3,402.63,1052,104,474.71
590,5,125.1,473.29,451.92,206.31,470.62,402.83,1066.4,109,482.5
591,5,126.2,463.51,445.17,208.6,490.8,413.81,1084.4,127,483.47
592,9,128.9,473.55,439.86,201.17,536.43,414.94,1121.1,137,484.06
593,10,132.8,458.3,467.25,197.18,596.34,481.6,1099.9,133,947.38
594,14,133.8,450.45,476.24,192.7,650.44,484.61,1079.9,189,947.21
595,14,134.8,440.67,486.87,190.07,671.18,490.86,1040.8,161,952.35
596,16,134.4,431.23,471.85,188.12,645.48,434.93,1007.8,147,501.16
597,14,133.9,426.94,480.17,186.32,608.74,432.82,984.7,167,526.85
598,22,133.5,418.38,472.98,183.99,569.59,426.71,964.4,149,538.1
599,23,133.4,417.52,462.92,182.9,521.27,432.32,945.9,114,537.6
600,23,132.1,417.7,460.26,180.75,483.82,436.16,940.4,101,532.36
601,16,132.5,418.67,463.14,179.17,460.93,440.07,958.1,106,519.62
602,15,131.2,425.73,467.22,181.04,465.72,434.28,979.9,102,533.84
603,14,129.3,423.94,460.59,181.22,477.84,432.36,983.8,106,542.47
604,17,127.9,435.1,456.12,182.74,519.01,440.15,976.9,110,555.57
605,22,128.7,435.14,460.43,189.01,641.59,437.43,994.2,142,539.05
606,28,128.7,461.24,459.45,200.27,754.02,461.24,1007.3,157,716.46
607,30,130.2,469.15,462.84,212.75,768.34,457.33,1066.5,233,724.69
608,29,130.2,471.47,459.92,215.3,681.32,460.51,1110.1,190,742.53
609,28,130.3,472.37,452.33,209.79,597.74,432.16,1154.1,168,556.65
610,25,127.6,464.47,446.92,209.15,557.05,470.85,1151.3,143,829.29
611,28,126.7,479.01,437.64,209.88,530.79,460.47,1143.2,130,810.96
612,20,125.5,481.46,436.51,207.74,494.51,464.85,1134.4,121,807.33
613,21,124.2,494.13,429.06,210.76,502.87,423.67,1120.7,130,535.78
614,17,123.9,487.73,432,210.43,519.94,431.37,1123,125,552.12
615,19,124.9,474.89,433.16,208.81,562.31,434.08,1114.1,147,559.63
616,21,124.7,466.66,438.75,202.78,595.78,431.77,1091,160,546.36
617,22,126.4,449.77,446.95,201.1,661.83,498.01,1052.4,170,1009.27
618,21,128.1,453.81,445.75,198.15,673.97,495.3,1046.8,168,1008.3
619,23,127.5,448.2,444.05,198.28,651.71,495.53,1068.2,176,1017.74
620,18,126.8,458.02,429.42,196.55,575.75,423.08,1076,161,543.27
621,21,127.5,442.89,432.04,193.9,557.51,428.82,1068.1,189,540.68
622,22,128.1,439.88,429.4,194.33,552.23,430.25,1058.8,144,544.97
623,19,127.2,424.68,435.8,190.62,542.05,433.62,1050,134,549.62
624,18,126.1,431.23,429.72,187.13,507.93,427.17,1015.1,128,561.41
625,18,124.7,423.29,421.54,187.01,493.53,432.55,983,126,570.17
626,17,123.6,423.56,427.3,182.92,498.71,433.53,957.8,125,585.31
627,18,122.8,418.41,427.01,183.83,498.54,431.84,963.4,117,583.62
628,22,122.4,436.76,441.83,185.57,508.52,430.61,974.9,120,587.79
629,22,123.4,462.61,430.96,190.21,514.32,436.38,1023,125,586.9
630,22,123.7,477.13,444.3,200.74,549.06,470.03,1052.4,126,790.23
631,26,124.8,476.53,436.48,212.24,569.96,468.3,1085.3,143,811.44
632,30,126.5,479.64,442.87,215.76,631.12,462.22,1115.6,178,819.58
633,34,126.7,484.7,429.63,212.85,699.16,429.7,1149.9,183,636.1
634,35,125.9,481.96,446.48,213.2,750.9,474.18,1180.7,211,890.29
635,33,123.7,481.19,439.25,212.68,737.18,479.18,1177.6,230,880.66
636,36,121.8,473.05,443.02,207.5,712.39,479.51,1180.3,207,863.94
637,25,121.8,485.2,428.18,204.22,674.72,434.76,1177.6,187,595.3
638,28,121.9,481.94,430,206.16,685.84,429.83,1194.1,188,610.89
639,32,122.4,486.63,431.61,207.46,695.37,436.83,1226.7,184,663.54
640,35,124.1,476.48,439.42,201.74,709.59,448.32,1233,202,703.88
641,37,125,473.38,451.42,199.81,734.21,520.97,1262.1,198,1170.23
642,37,125.1,457.78,450.9,196.15,716.36,529.33,1258.9,201,1182.9
643,39,124.8,460.7,446.78,197.95,701.3,523.48,1248.9,198,1196.27
644,40,124.4,451.64,444.98,194.28,668.26,459.09,1203.1,178,771.17
645,35,123.6,459.29,440.9,192.97,671.74,455.05,1175.3,208,779.38
646,42,123.2,457.68,429.01,193.8,682.34,459.55,1141.6,191,773.77
647,35,122.9,457.96,416.39,194.56,634.8,459.2,1114.9,165,778.17
648,34,124.2,447.32,415.37,189.64,594.65,456.53,1079.5,154,738.47
649,29,125.1,437.4,420.83,183.56,548,453.46,1057.3,143,715.57
650,25,124.4,430.92,420.85,184,541.8,457.15,1028.6,126,673.76
651,23,123.4,434.42,423.21,182.3,528.96,454.13,1013.6,119,665.56
652,21,123.4,440.15,426.86,185.58,532.03,449.67,1030.5,119,643.61
653,22,123.4,458.75,433.3,192.96,527.01,444.3,1053.8,121,647.14
654,23,125.2,471.38,435.83,203.72,535.12,459.54,1105.5,125,831.34
655,24,126.8,487.16,443.98,214.11,573.7,452.57,1117.5,147,825.11
656,28,128.1,496.28,450.1,222.54,615,451.62,1131.4,161,788.93
657,29,129.9,497.83,461.03,224.26,701.12,428.39,1138,182,562.48
658,30,129.7,492.9,464.4,225.11,738.76,466.85,1152.6,187,806.44
659,30,128.9,493.6,458.94,225.67,745.73,462.07,1149.2,183,801.36
660,29,128.7,510.01,455.42,226.19,687.16,461.85,1119.9,196,798.49
661,28,127.8,514.27,446.88,226.81,653.19,429.14,1101.3,166,532.03
662,29,126.6,510.69,450.2,225.58,617.16,425.06,1083.3,154,518.76
663,25,127.1,501.99,447.17,224.67,614.02,430.83,1070.2,179,512.83
664,26,127.4,490.38,448.29,220.84,648.04,425.31,1061.6,163,502.49
665,27,129.3,489.81,454.71,214.21,686.57,500.03,1079,190,958.07
666,27,130.7,480.41,454.06,212.05,701.84,495.32,1067.5,195,958.26
667,29,130.3,481.08,453.11,209.91,678.18,493.64,1073.4,187,950.36
668,29,131.5,476.17,438.01,207.76,659.62,421.14,1051.2,183,494.77
669,31,131.3,470.45,435.43,204.34,672.05,421.85,1039.9,184,511.15
670,33,130.2,469.24,437.03,199.54,638.06,425.52,1016.9,168,519.32
671,32,128.5,457.52,447.24,195.75,603.04,423.41,1014.8,127,538.23
672,34,127.2,444.64,450.58,194.4,534.17,430.64,1014.6,130,529.42
673,32,127,438.32,447.1,191.14,511.53,433.63,1013.4,124,543.74
674,28,127.1,433.05,438.17,191.43,514.43,428.7,1002.5,125,540.95
675,26,126,443.47,432.05,194.5,518.16,424.33,1001.9,122,556.14
676,24,125.2,450.71,427.14,196.2,532.1,426.86,1024,123,571.71
677,25,125.2,468.77,420.9,200.72,611.59,429.31,1056.5,130,587.35
678,31,125.9,479.72,419.07,212.29,726.88,453.22,1079.6,170,803.55
679,34,127,487.94,430.54,222.74,748.22,456.92,1118.9,234,812.1
680,32,126.2,500.05,447.71,222.11,683.06,468.06,1156.3,192,826.72
681,32,125.6,502.39,454.4,221.94,589.7,447.05,1212.2,163,630.01
682,33,125.7,501.4,451.74,223.72,582.47,477.04,1212.4,152,892.96
683,31,126.4,483.86,436.82,221.31,585.94,472.25,1219.9,141,885.48
684,31,124.9,484.21,430.48,220.85,579.65,464.2,1229.4,149,882.53
685,25,123.6,481.55,425.88,214.41,568.68,420.38,1210.5,158,604.58
686,25,122.7,485.99,431.97,213.34,552.82,411.03,1206.5,147,595.73
687,24,121.8,489.17,432.92,212.77,566.72,424.98,1179.1,165,584.85
688,27,121.2,492.71,433.47,211.56,602.02,429.88,1196.5,159,599.37
689,34,120.9,488.59,442.91,209.77,660.54,510.43,1172.1,167,1065.02
690,34,120.7,480.7,437.52,205.73,696.76,507.06,1133.3,218,1074.33
691,34,120.4,469.44,444.23,203.18,706.76,512.11,1077.5,197,1067.34
